City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
warri,5.5167,5.75,85.66,67,100,7.67,NG,1615824061
mabay,6.0577,124.4666,79.09,83,19,3.27,PH,1615824061
novo horizonte,22.7847,-82.2251,78.8,69,20,10.36,CU,1615824062
boissevain,49.2306,-100.0559,35.01,55,1,12.66,CA,1615824062
fort nelson,52.6517,6.3861,46.99,77,9,5.99,NL,1615824062
bambanglipuro,-7.95,110.2833,77.97,79,100,1.14,ID,1615824063
dwarka,22.2394,68.9678,77.65,69,0,13.2,IN,1615824063
mountain home,13.3667,-81.3667,78.71,74,23,15.73,CO,1615824064
anadyr,64.75,177.4833,-7.01,77,0,17.9,RU,1615824022
cali,3.4372,-76.5225,73.0,62,85,2.98,CO,1615824064
svetlogorsk,52.6333,29.7333,35.53,86,100,4.45,BY,1615824064
mount isa,53.6597,-1.8537,52.0,79,79,1.99,GB,1615824065
skjervoy,70.0311,20.9714,32.0,86,75,4.61,NO,1615824065
roma,43.2128,-75.4557,30.2,22,1,12.66,US,1615824004
abha,18.2164,42.5053,71.6,46,0,10.36,SA,1615824065
encruzilhada do sul,-15.5314,-40.9094,86.56,33,91,5.48,BR,1615824066
mitsamiouli,-11.3847,43.2844,82.81,73,64,4.99,KM,1615824066
okhotsk,59.3833,143.3,14.61,95,100,7.38,RU,1615824066
kerchevskiy,59.946,56.2884,23.63,94,100,8.03,RU,1615824067
marfino,55.7028,37.3822,37.4,93,75,11.18,RU,1615824067
bhatkal,13.9667,74.5667,80.51,79,0,4.34,IN,1615824067
black river,31.0093,-85.7444,73.0,78,40,3.44,US,1615824068
tahe,52.3333,124.7333,9.12,80,100,19.24,CN,1615824068
varadero,23.1536,-81.2514,78.8,69,20,8.05,CU,1615824001
mackay,-21.15,149.2,72.0,94,29,3.44,AU,1615824069
concarneau,47.875,-3.9225,59.0,71,75,14.97,FR,1615824069
bandarbeyla,9.4942,50.8122,79.34,79,83,15.55,SO,1615824069
alice springs,27.7523,-98.0697,64.4,82,90,4.61,US,1615824011
faanui,-16.4833,-151.75,82.29,77,1,13.42,PF,1615824070
sola,-13.8833,167.55,77.0,100,20,6.71,VU,1615824070
waspan,14.7419,-83.9717,82.4,74,20,5.75,NI,1615824070
panaba,21.2833,-88.2667,86.41,49,0,13.62,MX,1615824071
muroto,33.2833,134.15,58.35,65,54,13.65,JP,1615824034
srednekolymsk,67.45,153.6833,-9.29,80,95,3.47,RU,1615824071
kihei,20.785,-156.4656,66.0,90,5,5.99,US,1615823472
singkawang,0.9,109.0,77.09,90,78,3.67,ID,1615824072
kaeo,-35.1,173.7833,60.01,94,68,3.29,NZ,1615824072
bubaque,11.2833,-15.8333,79.45,58,0,14.16,GW,1615824072
flagstaff,35.1981,-111.6513,41.0,74,1,8.05,US,1615824063
sterling,39.0062,-77.4286,39.99,25,75,12.66,US,1615823990
laguna,38.421,-121.4238,44.01,81,75,8.05,US,1615824073
buala,-8.145,159.5921,77.74,71,100,2.24,SB,1615824073
san carlos de bariloche,13.3034,-4.8956,99.41,10,0,10.02,ML,1615823857
ulverstone,-41.15,146.1667,59.0,87,70,7.0,AU,1615824074
maple creek,43.8501,-79.5163,26.01,25,0,7.0,CA,1615824003
sarkikaraagac,38.0794,31.3664,46.53,78,57,7.92,TR,1615824074
asau,46.4333,26.4,41.0,93,90,12.66,RO,1615824075
kaduqli,11.0167,29.7167,97.32,11,78,1.48,SD,1615824075
tabou,4.423,-7.3528,82.49,74,99,9.98,CI,1615824075
launceston,-41.45,147.1667,55.4,62,90,13.8,AU,1615824076
palmerston,-12.486,130.9833,80.6,83,69,3.44,AU,1615824076
novikovo,51.1537,37.8879,34.18,85,100,11.16,RU,1615824076
salinopolis,-0.6136,-47.3561,81.7,82,89,7.29,BR,1615824077
juneau,58.3019,-134.4197,28.99,80,90,12.66,US,1615823856
chubbuck,42.9208,-112.4661,45.0,74,1,2.62,US,1615824077
cootamundra,-34.65,148.0333,59.0,65,0,8.01,AU,1615824078
saldanha,-33.0117,17.9442,64.74,76,0,24.2,ZA,1615824078
busok,6.5061,124.5989,75.54,94,66,1.74,PH,1615824078
broome,42.2506,-75.833,24.01,45,1,17.27,US,1615824079
cochrane,51.1834,-114.4687,32.0,59,90,21.85,CA,1615824039
cayenne,4.9333,-52.3333,86.0,70,40,13.8,GF,1615824079
maniitsoq,65.4167,-52.9,21.02,82,100,31.52,GL,1615824079
chara,56.9064,118.2631,-7.55,61,0,2.44,RU,1615824080
peace river,48.3083,38.0721,36.57,84,96,10.92,UA,1615824080
maxixe,-23.8597,35.3472,86.0,62,40,12.66,MZ,1615824080
miranda de ebro,3.2499,-76.2281,68.85,94,100,0.65,CO,1615824081
nome,64.5011,-165.4064,19.4,86,90,16.11,US,1615824081
kropotkin,45.4375,40.5756,39.34,79,95,15.64,RU,1615824081
alofi,-19.0595,-169.9187,71.6,100,75,3.44,NU,1615824082
kommunarka,55.5695,37.4893,37.4,93,75,8.95,RU,1615824082
kashan,33.9831,51.4364,56.7,35,25,5.68,IR,1615824082
yoichi,43.2039,140.7703,27.0,73,0,7.47,JP,1615823882
bangkalan,-7.0455,112.7351,80.6,89,40,3.44,ID,1615824083
omsukchan,62.5333,155.8,1.4,94,100,7.94,RU,1615824083
oriximina,-1.7656,-55.8661,90.52,51,27,3.53,BR,1615824083
san patricio,13.3034,-4.8956,99.41,10,0,10.02,ML,1615823857
coahuayana,18.7333,-103.6833,75.2,53,1,2.39,MX,1615824084
ilulissat,69.2167,-51.1,15.8,67,75,6.91,GL,1615824084
turukhansk,65.8167,87.9833,10.62,96,99,5.46,RU,1615824085
malanje,-9.5402,16.341,75.2,83,90,11.5,AO,1615824085
vengerovo,55.6848,76.7471,6.06,97,99,9.33,RU,1615824085
najran,17.4924,44.1277,86.0,17,0,11.5,SA,1615824086
griffith,41.5284,-87.4237,34.0,40,90,14.97,US,1615824086
rundu,-17.9333,19.7667,78.48,56,87,3.31,NA,1615823846
wawa,9.9022,4.4192,99.55,18,37,5.7,NG,1615824087
camoapa,12.3839,-85.5116,84.2,61,40,6.91,NI,1615824087
ruhengeri,-1.4998,29.635,62.51,93,81,2.53,RW,1615824087
montevideo,-34.8335,-56.1674,84.99,53,0,11.5,UY,1615824088
gopamau,27.55,80.2833,77.11,22,43,6.46,IN,1615824088
evensk,61.95,159.2333,-1.41,93,100,2.73,RU,1615824088
fare,-16.7,-151.0167,81.88,76,68,12.68,PF,1615824089
wakefield,53.6809,-1.499,54.0,53,88,1.01,GB,1615823941
gopalpur,19.2667,84.9167,76.82,86,0,9.75,IN,1615824089
porto novo,41.1496,-8.611,66.99,52,0,12.66,PT,1615824010
santiago de cao,-33.4569,-70.6483,71.01,100,90,4.61,CL,1615824089
gorontalo,0.5412,123.0595,76.32,93,83,2.8,ID,1615824090
lac du bonnet,41.6356,19.7131,46.4,71,75,9.22,AL,1615824090
buin,-33.7333,-70.75,64.99,100,90,4.61,CL,1615824090
datong,40.0936,113.2914,30.29,21,0,6.98,CN,1615824091
moree,-29.4667,149.85,69.8,78,90,5.75,AU,1615824091
luancheng,37.8792,114.6517,44.6,57,0,2.24,CN,1615824091
dongsheng,39.8161,109.9776,30.38,20,0,14.63,CN,1615824092
kattivakkam,13.2167,80.3167,80.6,78,20,6.91,IN,1615824092
prince rupert,52.9669,-108.3847,35.6,75,1,8.05,CA,1615824093
nelson bay,-41.2833,173.2833,64.99,88,100,5.01,NZ,1615823985
san andres,13.3034,-4.8956,99.41,10,0,10.02,ML,1615823857
krasnoturinsk,59.7666,60.2086,15.66,92,56,5.7,RU,1615824093
dangriga,16.9692,-88.2321,82.99,74,40,8.05,BZ,1615824093
berbera,10.4396,45.0143,80.24,74,55,13.33,SO,1615824094
barraute,48.4335,-77.6328,8.01,71,20,4.61,CA,1615824094
esna,25.2934,32.554,89.6,12,0,4.61,EG,1615824094
yerkoy,39.6381,34.4672,49.01,79,98,8.03,TR,1615824095
ringebu,61.5167,10.1667,35.1,85,66,3.85,NO,1615824095
dali,25.7,100.1833,52.93,54,0,6.8,CN,1615824095
umea,63.8284,20.2597,39.2,65,0,2.3,SE,1615824096
mahanje,-9.9333,35.3333,69.21,93,90,3.29,TZ,1615824096
botou,38.0667,116.5667,44.96,17,0,9.84,CN,1615824096
byron bay,44.0327,-92.6455,28.99,100,90,5.75,US,1615824097
joshimath,30.5667,79.5667,51.91,53,100,4.47,IN,1615824097
dzaoudzi,-12.7887,45.2699,84.2,74,20,8.05,YT,1615824097
taganak,6.0833,118.3,82.4,83,40,10.36,PH,1615824098
lewistown,40.5992,-77.5714,37.99,21,1,10.36,US,1615824098
pacifica,37.6138,-122.4869,48.2,61,40,25.32,US,1615824098
vyartsilya,62.1764,30.693,32.77,98,100,1.92,RU,1615824099
alice,27.7523,-98.0697,66.2,77,90,5.75,US,1615824099
kathu,7.9178,98.3332,82.4,74,20,4.61,TH,1615824099
pasni,25.2631,63.471,75.78,75,0,12.19,PK,1615824100
aden,12.7794,45.0367,79.18,69,1,18.19,YE,1615823946
viedma,-40.8135,-62.9967,87.64,28,10,15.19,AR,1615823848
wuwei,37.9281,102.6414,41.13,27,90,3.98,CN,1615824100
cutro,39.0353,16.9819,59.0,26,0,11.5,IT,1615824100
pangoa,-12.1167,-73.0,76.08,77,95,2.15,PE,1615824101
katesh,-4.5167,35.3833,63.45,75,4,4.21,TZ,1615824101
inirida,3.8653,-67.9239,87.51,62,76,3.67,CO,1615824101
vila,42.0304,-8.1588,68.0,35,33,11.99,PT,1615824058
beni,0.5,29.4667,78.55,48,90,2.24,CD,1615824102
isiolo,0.3546,37.5822,77.65,52,70,9.53,KE,1615824102
jiayuguan,39.8167,98.3,33.35,19,100,7.61,CN,1615824102
hami,42.8,93.45,42.91,32,0,2.1,CN,1615824103
varena,54.2167,24.5667,43.0,65,75,2.3,LT,1615824103
lalitpur,27.6667,85.3333,62.6,59,20,6.91,NP,1615824103
zhuhai,22.2769,113.5678,73.99,88,20,9.22,CN,1615824104
octeville,49.6261,-1.6435,50.0,81,0,13.8,FR,1615824104
rio sereno,38.3,21.7833,53.6,62,75,9.22,GR,1615824104
ternate,0.8,127.4,80.85,79,17,5.37,ID,1615824105
miguel hidalgo,-5.0092,-38.704,89.01,45,62,5.64,BR,1615824105
gigmoto,13.7796,124.39,78.84,87,99,5.77,PH,1615824106
netishyn,50.34,26.6417,41.0,81,40,6.71,UA,1615824106
niksar,40.5917,36.9517,52.21,74,100,7.67,TR,1615824106
donskoye,45.4552,41.9741,35.6,93,75,11.18,RU,1615824107
pisco,-13.7,-76.2167,78.8,61,0,10.36,PE,1615824107
hendek,40.7994,30.7481,66.2,52,0,3.44,TR,1615824107
lichtenvoorde,51.9867,6.5667,48.0,70,31,11.01,NL,1615824108
tiksi,71.6872,128.8694,-20.02,90,98,11.3,RU,1615824108
japura,-0.3167,102.35,75.15,96,57,1.95,ID,1615824108
aswan,24.0934,32.907,87.62,8,100,8.99,EG,1615824109
celestun,20.8667,-90.4,82.13,63,5,8.55,MX,1615824109
hamilton,39.1834,-84.5333,36.0,44,90,11.5,US,1615824002
samarai,-10.6167,150.6667,81.19,76,100,4.88,PG,1615824109
anzio,41.4853,12.6179,60.01,43,0,10.0,IT,1615824110
ulaanbaatar,47.9077,106.8832,19.4,49,75,2.24,MN,1615824110
manokwari,-0.8667,134.0833,77.86,83,96,5.97,ID,1615824110
peniche,39.3558,-9.3811,66.0,43,60,11.99,PT,1615823825
duekoue,6.7472,-7.3496,95.95,31,37,2.08,CI,1615824111
opuwo,-18.0607,13.84,81.9,46,100,5.75,NA,1615824111
nyirpazony,47.9833,21.8,41.0,81,90,16.11,HU,1615824112
batagay-alyta,67.8006,130.4114,-12.8,97,100,5.14,RU,1615824112
iwanai,42.9744,140.5089,34.16,57,7,1.41,JP,1615824112
kanniyakumari,8.0833,77.5667,82.2,62,0,10.87,IN,1615824113
flinders,-34.5833,150.8552,57.99,79,3,1.01,AU,1615824113
hit,33.6416,42.8251,69.12,26,87,12.26,IQ,1615824113
klyuchi,52.2667,79.1667,5.36,95,78,7.81,RU,1615824114
benguela,-12.5763,13.4055,82.26,77,98,9.82,AO,1615824114
pedraza,10.1874,-74.915,93.92,37,27,10.38,CO,1615824114
colares,38.7992,-9.4469,70.0,40,0,8.05,PT,1615824115
teya,60.3778,92.6267,12.36,93,99,7.4,RU,1615824115
karasjok,69.4719,25.5112,30.2,86,75,8.05,NO,1615824115
birjand,32.8663,59.2211,60.8,13,0,9.22,IR,1615824116
ilorin,8.5,4.55,101.08,18,27,1.28,NG,1615824116
nizwa,22.9333,57.5333,75.79,28,26,5.55,OM,1615824116
lokosovo,61.1333,74.8167,18.43,94,100,8.84,RU,1615824117
moa,20.6569,-74.9403,78.69,61,46,11.07,CU,1615824117
arroyo,41.6096,-4.7969,60.01,47,0,6.91,ES,1615824117
lewiston,44.1003,-70.2148,14.0,40,1,24.16,US,1615823848
iberia,29.9502,-91.7507,77.0,78,90,19.57,US,1615824118
cooma,-36.2333,149.1333,44.6,100,0,5.75,AU,1615824118
kouango,4.9934,19.9619,88.72,53,81,4.74,CF,1615824118
suntar,62.1444,117.6319,14.23,92,100,8.37,RU,1615824119
providencia,28.7167,-111.5833,63.0,49,2,1.99,MX,1615824045
canto do buriti,-27.5868,-48.5862,84.0,74,20,11.5,BR,1615824119
tilichiki,60.4667,166.1,-8.19,87,41,3.74,RU,1615824119
dmitriyevka,54.75,55.3333,17.6,62,90,17.9,RU,1615824120
mayo,38.8876,-76.5119,39.99,35,1,16.11,US,1615824120
